Elapsedtime_s,MD,BitDepth,BlockPosition,HookLoad,ROP,WOB,RotRPM,SPP,Torque,FlowRate,DH_Gyro_mean,DH_Gyro_min,DH_Gyro_max,DH_Accel_Z_Max,DH_Accel_Z_Min,DH_Accel_Z_Mean,DH_Accel_Z_Std,DH_Accel_Y_Min,DH_Accel_Y_Max,DH_Accel_Y_Mean,DH_Accel_Y_Std,DH_Accel_X_Min,DH_Accel_X_Max,DH_Accel_X_Mean,DH_Accel_X_Std,DH_Lateral_Max,DH_Lateral_Min,DH_Lateral_Mean,DH_Lateral_Std
603492.000000,10222.7999624813,10219.49989891,97.6799981408014,290.89999023133,0,-40.9000003327515,0,2405.70005956388,8.34400025620698,616.919968384384,0.453900007849786,-3.31790013934345,3.82060007011788,1.09360006494531,0.902900016903379,1.00869998873718,0.0278000009462247,-0.815700032213037,-0.0539000024139628,-0.428799994305914,0.117600009687179,0.136100001866716,0.601300035060081,0.373900011862784,0.0798999998008019,0.932700023492805,0.234799990894797,0.57509999304355,0.114699997705798
603493.000000,10222.7999624813,10219.49989891,97.6799981408014,290.89999023133,0,-41.5000013510595,0,2455.00998972912,8.34400025620698,615.710035183004,0.68750001913143,-3.38540005299853,4.37390003440227,1.13180003749535,0.887600033752963,1.00899999794089,0.0287999992093387,-0.859599985138056,-0.0642000003267906,-0.428600004378063,0.143199996828404,0.0901000027497041,0.647300003787181,0.375100000053749,0.0868000048346386,1.00039999342857,0.220300016079644,0.57770000797719,0.136600000998273
603494.000000,10222.7999624813,10219.49989891,97.6799981408014,290.399987040981,0,-41.2999986698637,0,2507.34018575048,8.34400025620698,616.919968384384,0.590500020416436,-3.64179994720771,3.76670020146515,1.13689999946291,0.897800054935812,1.00990002555201,0.0337999996418819,-0.911200012211996,0.0571000053651026,-0.432400007502667,0.149499995610794,0.0926000044854712,0.616599969586638,0.373199998491447,0.0930000025751204,0.998000017046635,0.189900003238771,0.582700047916617,0.133100007077374
603495.000000,10222.7999624813,10219.49989891,97.6799981408014,289.999995729148,0,-40.7999989921536,0,2548.68000213714,8.34400025620698,616.319991259831,0.629100051884921,-3.14250002768387,4.13100000908762,1.13940004374456,0.890200048686603,1.01020003475571,0.0335000025941406,-0.869899976972901,-0.0023000000318253,-0.429900011844882,0.145000003426781,0.0133999998220598,0.759800051506794,0.375000005089823,0.101800003093277,1.07219992706878,0.175400004111689,0.580200052258832,0.14219999856529
603496.000000,10222.7999624813,10219.49989891,97.6799981408014,289.600004417315,0,-40.2999993144434,0,2585.90016661365,8.34400025620698,615.090041106849,0.799000011419734,-2.62969995467429,4.15800003146789,1.14450000571212,0.897800054935812,1.00909996859288,0.033300000510325,-0.906099952996714,0.0236000012514664,-0.429900011844882,0.150399998909982,0.0644999973745319,0.75210002598173,0.374000031138639,0.118600007950293,1.13159999894364,0.175300009147764,0.582600028640763,0.148000010372087
603497.000000,10222.7999624813,10219.49989891,97.6799981408014,289.200013105482,0,-39.9999988052894,0,2613.35029898301,8.34400025620698,616.310012307557,0.616600023077955,-3.34489987713251,5.25110009114215,1.15210001196133,0.872400021254544,1.009999996204,0.0379000028532191,-0.854399955270777,0.0726000027552983,-0.429600002641177,0.160900004984608,0.0491999990291608,0.810899982201461,0.372700023671819,0.120600004476521,1.08659997985579,0.122000006907266,0.58350005625188,0.152799999603841
603498.000000,10222.7999624813,10219.49989891,97.6799981408014,288.799993692532,0,-39.7000018087751,0,2633.0501947846,0,616.319991259831,0.732700005476655,-2.89960000236922,4.45489981695188,1.13180003749535,0.897800054935812,1.00740007851808,0.0373000026797542,-0.859599985138056,-0.004800000248097,-0.429799992569028,0.13330000916119,0.0414999978160258,0.787899973525981,0.376000003352937,0.121899999787376,1.00569999394784,0.204400014521817,0.583599978280019,0.134699999435971
603499.000000,10222.7999624813,10219.49989891,97.6799981408014,288.200006724782,0,-39.2999999590231,0,2674.74999483698,0,615.699997183676,0.780900010119201,-2.79170008895594,4.11749985560187,1.11909997203085,0.910500023152588,1.0092000364926,0.0335000025941406,-0.921500004046842,0.230100008782933,-0.42950003198918,0.171200008975418,0.0133999998220598,0.816000041416743,0.371899991024627,0.130400009335774,1.21930003138939,0.0732000029287631,0.582600028640763,0.172100000118642
603500.000000,10222.7999624813,10219.49989891,97.6799981408014,287.899999190349,0,-38.9999994498691,0,2716.62993175995,0,616.319991259831,0.71660004009027,-2.52180004126101,3.79369993925421,1.17250005432703,0.862200000071695,1.00709997206666,0.0368999985121228,-0.967999971905499,0.0959000024005367,-0.426600007851835,0.15370000290303,-0.0223999993850412,0.713800034155835,0.375200019329604,0.123899996313604,1.12890011060572,0.165000005156954,0.582899989220611,0.148100005336013
603501.000000,10222.7999624813,10219.49989891,97.6799981408014,288.000011068866,0,-38.6999989407151,0,2743.51006581897,0,616.319991259831,0.602199992169061,-3.58780018703838,3.48330000028448,1.12409996334642,0.854599993822486,1.00860001808519,0.0370000025930218,-0.867299962039262,-0.0126000006037704,-0.426799997779686,0.131099998395182,0.0543000005036119,0.726500002372611,0.376199993280789,0.118299998746587,0.955999992748132,0.205799992640634,0.583000008496465,0.122600001002748
